Date,AGG,BNDX,BWX,DBC,EFA,EMB,EWC,SPY,VWO,VXF
2011-06-30,70.8868179321289,,24.990358352661133,24.483869552612305,38.9913215637207,54.05497360229492,23.145565032958984,101.62040710449219,31.7934513092041,47.919837951660156
2011-07-31,72.08244323730469,,25.401830673217773,25.599851608276367,38.06420135498047,55.1214599609375,22.6120548248291,99.58753967285156,31.597265243530273,46.37058639526367
2011-08-31,73.1784896850586,,25.675954818725586,25.498397827148438,34.73171615600586,55.4055061340332,21.844675064086914,94.11266326904297,28.726572036743164,42.52617645263672
2011-09-30,73.74227905273438,,24.56011199951172,21.770017623901367,30.977806091308594,52.7516975402832,18.629003524780273,87.57926940917969,23.42984390258789,37.78831100463867
2011-10-31,73.83562469482422,,25.07465171813965,23.435531616210938,33.9601936340332,55.47042465209961,20.638797760009766,97.1383056640625,27.15715789794922,43.222930908203125
2011-11-30,73.59136199951172,,24.380828857421875,23.367895126342773,33.2210807800293,54.75655746459961,20.068750381469727,96.74356079101562,26.69289207458496,42.985225677490234
2011-12-31,74.58985137939453,,24.537626266479492,22.691547393798828,32.49854278564453,55.80361557006836,19.71421241760254,97.75435638427734,25.582130432128906,42.96333312988281
2012-01-31,75.13105010986328,,25.209142684936523,23.528528213500977,34.211063385009766,56.43922805786133,20.833322525024414,102.28767395019531,28.34052276611328,46.220375061035156
2012-02-29,75.12094116210938,,25.273883819580078,24.788232803344727,35.86452102661133,57.83373260498047,21.507755279541016,106.72750854492188,29.880422592163086,48.15141677856445
2012-03-31,74.69047546386719,,25.078081130981445,24.348602294921875,36.015445709228516,57.76348876953125,21.0037899017334,110.16026306152344,29.103790283203125,49.19070053100586
2012-04-30,75.36714935302734,,25.352970123291016,24.01888084411621,35.26744842529297,58.79564666748047,21.01861000061035,109.42487335205078,28.494529724121094,48.767921447753906
2012-05-31,76.17979431152344,,24.610958099365234,21.33884620666504,31.337167739868164,57.16661071777344,18.765552520751953,102.85330963134766,25.45492172241211,45.344303131103516
2012-06-30,76.16470336914062,,24.861122131347656,21.770017623901367,33.54435729980469,59.49033737182617,19.309288024902344,107.02717590332031,26.73369598388672,46.77012252807617
2012-07-31,77.20215606689453,,25.187501907348633,23.038175582885742,33.571205139160156,61.7169075012207,19.64556312561035,108.29329681396484,26.787254333496094,46.43024826049805
2012-08-31,77.2021713256836,,25.495386123657227,24.340150833129883,34.64548110961914,62.478302001953125,20.54975128173828,111.00629425048828,26.854215621948242,48.16278076171875
2012-09-30,77.40800476074219,,25.994680404663086,24.247150421142578,35.58547592163086,63.59379959106445,21.28953742980957,113.82041931152344,28.28024673461914,49.373069763183594
2012-10-31,77.3714599609375,,25.892377853393555,23.300262451171875,35.97489929199219,63.98845672607422,21.28953742980957,111.74908447265625,28.124343872070312,48.68501663208008
2012-11-30,77.58081817626953,,25.888154983520508,23.75679588317871,36.975337982177734,64.5619888305664,21.00558090209961,112.38155364990234,28.48360824584961,49.49740219116211
2012-12-31,77.39059448242188,,25.92665672302246,23.486257553100586,38.59528350830078,65.02323913574219,21.505577087402344,113.38562774658203,30.496578216552734,50.96406555175781
2013-01-31,76.90987396240234,,25.68442153930664,24.069608688354492,40.03428268432617,63.169837951660156,21.86147689819336,119.18985748291016,30.517122268676758,54.4262580871582
2013-02-28,77.36432647705078,,25.058704376220703,22.936721801757812,39.51841354370117,63.33673095703125,21.3692684173584,120.71060943603516,29.798015594482422,54.87271499633789
2013-03-31,77.4405517578125,,24.971620559692383,23.08890151977539,40.03428268432617,62.743568420410156,21.588869094848633,125.29410552978516,29.420637130737305,57.51302719116211
2013-04-30,78.19060516357422,,25.642610549926758,22.20964813232422,42.04346466064453,64.98155212402344,21.21782112121582,127.70130920410156,30.010419845581055,57.892215728759766
2013-05-31,76.6259536743164,,24.52927017211914,21.86301612854004,40.7741584777832,61.781028747558594,20.99822425842285,130.71630859375,28.487957000732422,59.51018142700195
2013-06-30,75.42642211914062,34.89808654785156,24.10650062561035,21.245845794677734,39.6822509765625,59.03746795654297,20.033348083496094,128.97198486328125,26.962467193603516,58.844444274902344
2013-07-31,75.62944793701172,34.992801666259766,24.683834075927734,21.922197341918945,41.79447555541992,59.12948989868164,21.167171478271484,135.6367950439453,27.15013885498047,63.032554626464844
2013-08-31,75.00438690185547,34.9290771484375,24.39927101135254,22.53936767578125,40.97728729248047,57.69208908081055,20.98330307006836,131.5687713623047,26.218719482421875,61.19552230834961
2013-09-30,75.84488677978516,35.19062805175781,25.08030891418457,21.778470993041992,44.1837272644043,59.51018524169922,21.688112258911133,135.732421875,28.12613868713379,64.98760986328125
2013-10-31,76.47645568847656,35.55189895629883,25.39544105529785,21.770017623901367,45.62419891357422,61.018836975097656,22.492515563964844,142.0177459716797,29.345661163330078,66.73194122314453
2013-11-30,76.28473663330078,35.54763412475586,25.053796768188477,21.567113876342773,45.873504638671875,59.7848014831543,22.28566551208496,146.22683715820312,29.072307586669922,68.4257583618164
2013-12-31,75.86001586914062,35.350494384765625,24.99724578857422,21.69392967224121,46.87178039550781,59.956016540527344,22.64739990234375,150.01800537109375,28.98958969116211,70.46894836425781
2014-01-31,77.02898406982422,35.856319427490234,25.10979461669922,21.034488677978516,44.43389129638672,59.46820068359375,21.692108154296875,144.73007202148438,26.544429779052734,69.13970947265625
2014-02-28,77.31896209716797,36.02678680419922,25.67058563232422,22.09128189086914,47.1581916809082,61.51671600341797,22.662931442260742,151.31756591796875,27.40410804748535,72.94860076904297
2014-03-31,77.20439147949219,36.14101791381836,25.750368118286133,22.08283233642578,46.94163131713867,62.24915313720703,22.950294494628906,152.5728302001953,28.672191619873047,72.4271240234375
2014-04-30,77.83880615234375,36.35910415649414,26.010114669799805,22.328006744384766,47.72399139404297,62.90809631347656,23.719188690185547,153.63351440429688,28.926549911499023,70.53507232666016
2014-05-31,78.75653076171875,36.6297721862793,26.047515869140625,22.00674057006836,48.48540496826172,65.08940124511719,23.843456268310547,157.19879150390625,29.823884963989258,71.60041809082031
2014-06-30,78.71125030517578,36.851985931396484,26.463563919067383,22.471731185913086,48.93184280395508,65.11759185791016,25.202516555786133,160.444091796875,30.77020263671875,74.77944946289062
2014-07-31,78.51374816894531,37.03785705566406,26.10100746154785,21.406478881835938,47.65789794921875,64.95378112792969,25.16339111328125,158.28814697265625,31.191144943237305,71.50666809082031
2014-08-31,79.41634368896484,37.544517517089844,26.16201400756836,21.16130256652832,47.7437858581543,65.77863311767578,25.711101531982422,164.53477478027344,32.38970184326172,75.0265884399414
2014-09-30,78.92808532714844,37.49702835083008,25.026504516601562,19.631061553955078,45.89014434814453,64.35856628417969,24.01319694519043,162.26480102539062,30.0687255859375,71.23392486572266
2014-10-31,79.7679443359375,37.72395706176758,24.964950561523438,18.870166778564453,45.768463134765625,65.62906646728516,23.410717010498047,166.0862579345703,30.73917007446289,74.1316909790039
2014-11-30,80.29207611083984,38.065879821777344,24.629074096679688,17.263837814331055,45.7971076965332,65.3563003540039,23.426366806030273,170.64895629882812,30.40033531188965,75.12033081054688
2014-12-31,80.41058349609375,38.44023132324219,24.366281509399414,15.598322868347168,43.968528747558594,63.580108642578125,22.901369094848633,170.2161102294922,28.97751235961914,75.79952239990234
2015-01-31,82.060791015625,39.12782287597656,23.98314666748047,14.710615158081055,44.24315643310547,64.76818084716797,20.981016159057617,165.17269897460938,28.919580459594727,74.33172607421875
2015-02-28,81.32656860351562,39.05681228637695,23.72332763671875,15.361600875854492,47.04719924926758,65.3897933959961,22.23479461669922,174.45619201660156,30.2663631439209,78.84740447998047
2015-03-31,81.63129425048828,39.246917724609375,23.393037796020508,14.431619644165039,46.37508773803711,65.40493774414062,21.568225860595703,171.7162322998047,29.644309997558594,79.87208557128906
2015-04-30,81.3678207397461,38.84453201293945,23.851037979125977,15.463054656982422,48.066192626953125,66.21153259277344,23.10768699645996,173.4048614501953,31.842058181762695,78.6109848022461
2015-05-31,81.011962890625,38.641639709472656,23.080368041992188,14.972698211669922,48.16013717651367,66.00707244873047,22.044349670410156,175.63421630859375,30.710559844970703,80.02753448486328
2015-06-30,80.13963317871094,38.118309020996094,22.908620834350586,15.217877388000488,46.65839767456055,64.80960845947266,21.326274871826172,172.0666961669922,29.92646598815918,79.45748138427734
2015-07-31,80.83057403564453,38.6080322265625,22.860179901123047,13.298731803894043,47.60640335083008,64.90548706054688,20.430686950683594,175.9535369873047,28.052412033081055,79.31062316894531
2015-08-31,80.55915069580078,38.33885955810547,22.81614112854004,13.264915466308594,44.07156753540039,64.17408752441406,19.407154083251953,165.22918701171875,25.285232543945312,74.64631652832031
2015-09-30,81.2127914428711,38.650657653808594,22.930639266967773,12.808380126953125,42.12409591674805,63.488468170166016,18.391616821289062,161.01321411132812,24.556598663330078,71.08588409423828
2015-10-31,81.26849365234375,38.87876892089844,23.02752113342285,12.850651741027832,44.909339904785156,65.02881622314453,19.031322479248047,174.7089080810547,25.85529327392578,75.03075408935547
2015-11-30,80.95233917236328,38.95270919799805,22.472637176513672,11.996759414672852,44.5713005065918,65.2273941040039,18.607511520385742,175.34751892089844,25.261606216430664,76.2673568725586
2015-12-31,80.79712677001953,38.89761734008789,22.73686981201172,11.29504680633545,43.53194808959961,64.23799896240234,17.42579460144043,172.3170623779297,24.393423080444336,73.3199234008789
2016-01-31,81.79949188232422,39.40516662597656,22.80293083190918,10.804693222045898,41.129966735839844,64.26227569580078,16.947595596313477,163.7379913330078,22.991413116455078,66.93285369873047
2016-02-29,82.52510833740234,39.902923583984375,23.55597686767578,10.779329299926758,39.758487701416016,65.3896255493164,17.531160354614258,163.60269165039062,22.916837692260742,67.16033935546875
2016-03-31,83.24697875976562,40.201446533203125,24.546831130981445,11.235865592956543,42.37543869018555,67.55618286132812,19.21700096130371,174.60765075683594,25.832029342651367,72.7161865234375
2016-04-30,83.45915222167969,40.095184326171875,24.921171188354492,12.326480865478516,43.31694793701172,68.60652160644531,20.586753845214844,175.29576110839844,26.093482971191406,73.88421630859375
2016-05-31,83.47051239013672,40.39506149291992,24.251787185668945,12.436387062072754,43.279884338378906,68.45846557617188,19.841089248657227,178.2778778076172,25.249345779418945,75.27180480957031
2016-06-30,85.08576965332031,41.18248748779297,25.16777229309082,12.97746753692627,42.23277282714844,71.3160400390625,20.02276039123535,178.89752197265625,26.49253273010254,75.20899200439453
2016-07-31,85.5490493774414,41.51997756958008,25.449613571166992,12.07284927368164,43.91239929199219,72.29227447509766,20.619112014770508,185.4221649169922,27.853633880615234,79.2150650024414
2016-08-31,85.36479949951172,41.549583435058594,25.15896987915039,12.16584587097168,44.146934509277344,73.24897766113281,20.676298141479492,185.64422607421875,28.071718215942383,79.88422393798828
2016-09-30,85.40882110595703,41.55405807495117,25.40117835998535,12.690018653869629,44.737083435058594,73.55147552490234,20.986730575561523,185.6549835205078,28.638973236083984,80.63224029541016
2016-10-31,84.71086120605469,41.03152847290039,24.335453033447266,12.647746086120605,43.74595642089844,72.2796859741211,20.708980560302734,182.43629455566406,28.730304718017578,77.54017639160156
2016-11-30,82.53762817382812,40.5195426940918,22.943851470947266,12.859106063842773,42.9666633605957,69.16223907470703,21.248146057128906,189.1569061279297,27.56586456298828,83.66246032714844
2016-12-31,82.74739837646484,40.691734313964844,22.8821964263916,13.391731262207031,44.129451751708984,70.190673828125,21.576000213623047,192.99151611328125,27.362354278564453,85.19415283203125
2017-01-31,82.92350006103516,40.29447555541992,23.216886520385742,13.315641403198242,45.58183288574219,71.4070053100586,22.42583656311035,196.44500732421875,28.93772315979004,87.00643157958984
2017-02-28,83.45912170410156,40.65080261230469,23.287351608276367,13.290279388427734,46.12457275390625,72.60385131835938,22.021549224853516,204.1636199951172,29.587745666503906,89.10296630859375
2017-03-31,83.41299438476562,40.64030075073242,23.463497161865234,12.859106063842773,47.61517333984375,72.97675323486328,22.178314208984375,204.4188690185547,30.429506301879883,89.00433349609375
2017-04-30,84.16954040527344,40.840179443359375,23.798187255859375,12.512476921081543,48.76942443847656,74.22478485107422,21.666759490966797,206.44789123535156,30.904476165771484,90.01117706298828
2017-05-31,84.74786376953125,41.13798904418945,24.256183624267578,12.334935188293457,50.49700164794922,74.79010772705078,21.58424949645996,209.36146545410156,31.21091651916504,89.31617736816406
2017-06-30,84.73237609863281,40.91745376586914,24.335453033447266,12.216571807861328,50.646484375,74.25379943847656,22.259016036987305,210.6961212158203,31.476350784301758,91.392822265625
2017-07-31,85.01539611816406,40.984500885009766,25.04886817932129,12.715381622314453,51.99032974243164,75.12921905517578,23.207265853881836,215.02684020996094,33.15693664550781,92.41138458251953
2017-08-31,85.81571197509766,41.367557525634766,25.23383140563965,12.766108512878418,51.96702194213867,76.62381744384766,23.182315826416016,215.6542205810547,34.15140914916992,92.09866333007812
2017-09-30,85.32515716552734,41.20075988769531,24.763080596923828,13.019740104675293,53.19435119628906,76.48001098632812,24.072343826293945,219.99954223632812,33.98231506347656,95.97750091552734
2017-10-31,85.40866088867188,41.456844329833984,24.57513427734375,13.535456657409668,54.087650299072266,76.66594696044922,23.94757652282715,225.18362426757812,34.80906677246094,97.25863647460938
2017-11-30,85.28193664550781,41.553627014160156,25.09270477294922,13.662271499633789,54.46050262451172,76.45743560791016,24.072343826293945,232.06654357910156,34.692081451416016,100.2867660522461
2017-12-31,85.68714904785156,41.66706085205078,25.155559539794922,14.042720794677734,55.19510269165039,77.40937805175781,24.970256805419922,234.8810272216797,35.9775390625,100.58118438720703
2018-01-31,84.72319030761719,41.42947769165039,25.88995361328125,14.456982612609863,57.96623992919922,76.91596221923828,25.172449111938477,248.11880493164062,39.05729293823242,103.92098236083984
2018-02-28,83.86856079101562,41.53611755371094,25.696918487548828,14.034263610839844,55.163700103759766,75.23796844482422,23.41172981262207,239.09698486328125,36.964942932128906,100.04104614257812
2018-03-31,84.43143463134766,42.014373779296875,26.152448654174805,14.355530738830566,54.70053482055664,75.6537094116211,23.21796226501465,232.54322814941406,36.887611389160156,100.72381591796875
2018-04-30,83.63687896728516,41.954437255859375,25.419822692871094,14.845885276794434,55.53266525268555,74.10220336914062,23.69816017150879,233.74510192871094,35.86688232421875,100.94052124023438
2018-05-31,84.1904525756836,41.85676193237305,24.90503692626953,15.243241310119629,54.48073196411133,73.50186157226562,24.212051391601562,239.42723083496094,35.0267448425293,105.85208129882812
2018-06-30,84.2768783569336,42.10844802856445,24.650108337402344,14.94733715057373,53.617698669433594,72.40462493896484,24.206432342529297,240.8041534423828,33.34914779663086,106.69327545166016
2018-07-31,84.25225067138672,42.168556213378906,24.72211265563965,14.583797454833984,55.14689254760742,74.26778411865234,24.80076789855957,249.72511291503906,34.67678451538086,108.45945739746094
2018-08-31,84.73075103759766,42.191680908203125,24.567279815673828,14.693706512451172,53.91392517089844,72.54542541503906,24.452655792236328,257.6962890625,33.22269821166992,113.3140640258789
2018-09-30,84.20567321777344,42.09212112426758,24.384708404541016,15.192513465881348,54.434326171875,74.0187759399414,24.43567657470703,259.22833251953125,32.775611877441406,111.48262786865234
2018-10-31,83.66334533691406,42.12299728393555,23.980863571166992,14.33862018585205,50.006893157958984,72.15731811523438,22.508329391479492,241.314697265625,30.265472412109375,100.27254486083984
2018-11-30,84.30885314941406,42.34260177612305,24.209566116333008,12.926740646362305,50.255088806152344,71.8048324584961,22.618703842163086,245.79086303710938,31.7283878326416,102.10906982421875
2018-12-31,85.97917938232422,42.8388557434082,24.714204788208008,12.40950870513916,47.56656265258789,73.17440795898438,20.68353843688965,224.14932250976562,30.66706657409668,91.18492889404297
2019-01-31,86.76233673095703,43.265262603759766,25.063302993774414,13.291621208190918,50.72256088256836,76.6743392944336,23.350990295410156,242.09600830078125,33.62913513183594,101.71858215332031
2019-02-28,86.66361236572266,43.35535430908203,24.791807174682617,13.66844367980957,52.00923538208008,76.97982025146484,24.04159164428711,249.94369506835938,33.50035095214844,106.7615966796875
2019-03-31,88.50312042236328,44.119564056396484,25.01243019104004,13.617059707641602,52.48667907714844,78.13914489746094,23.86031150817871,254.46792602539062,34.275840759277344,105.77237701416016
2019-04-30,88.32579040527344,44.193199157714844,24.87592887878418,13.779778480529785,54.02421951293945,78.27747344970703,24.6458740234375,264.8634033203125,35.00973892211914,109.56502532958984
2019-05-31,90.0135498046875,44.7567253112793,25.16090202331543,12.957616806030273,51.30520248413086,78.66329193115234,23.59270477294922,247.97283935546875,32.775760650634766,101.9797592163086
2019-06-30,91.00244903564453,45.458030700683594,26.023862838745117,13.471467018127441,54.338191986083984,81.43732452392578,24.931411743164062,265.22833251953125,34.536434173583984,108.90657806396484
2019-07-31,91.16792297363281,46.02582931518555,25.687009811401367,13.317313194274902,53.280025482177734,82.03485870361328,24.73105239868164,269.2384338378906,33.91115188598633,110.73423767089844
2019-08-31,93.70492553710938,46.998687744140625,26.163021087646484,12.700691223144531,52.25493240356445,83.30813598632812,24.55682945251465,264.7305603027344,32.806766510009766,106.0135498046875
2019-09-30,93.13129425048828,46.802215576171875,25.897735595703125,12.880538940429688,53.908302307128906,82.39441680908203,25.175325393676758,269.8816223144531,33.1056022644043,107.17402648925781
2019-10-31,93.32515716552734,46.572872161865234,26.128948211669922,13.128900527954102,55.73528289794922,82.86856842041016,25.070789337158203,275.8472595214844,34.413055419921875,109.2837905883789
2019-11-30,93.29290771484375,46.351318359375,25.746549606323242,13.111772537231445,56.36357116699219,82.08159637451172,25.81123924255371,285.83245849609375,34.58574676513672,114.24954986572266
2019-12-31,93.24928283691406,46.20861053466797,26.094247817993164,13.878700256347656,58.05188751220703,84.49967193603516,26.388031005859375,294.1373596191406,37.03055953979492,116.68289947509766
2020-01-31,95.14131164550781,47.082481384277344,26.20293426513672,12.68661117553711,56.413326263427734,85.54705810546875,26.193803787231445,294.0186767578125,34.98210525512695,116.06239318847656
2020-02-29,96.64897918701172,47.397151947021484,26.209285736083984,11.84257698059082,52.032676696777344,84.47447204589844,24.35750389099121,270.742431640625,33.741371154785156,107.03265380859375
2020-03-31,96.13985443115234,46.01808547973633,25.22478675842285,9.789052963256836,44.692596435546875,71.82743072509766,19.29001235961914,236.9344940185547,27.989547729492188,84.01014709472656
2020-04-30,97.7925796508789,46.89490509033203,25.596296310424805,9.484502792358398,47.29255294799805,74.98263549804688,21.435312271118164,267.0212097167969,30.17531394958496,97.232421875
2020-05-31,98.45027923583984,47.08909606933594,25.827194213867188,10.250225067138672,49.85908126831055,79.68510437011719,22.194547653198242,279.7434997558594,31.168094635009766,105.91737365722656
2020-06-30,99.0991439819336,47.341678619384766,26.305822372436523,10.711398124694824,51.60972213745117,82.05699157714844,23.07972526550293,284.7046813964844,33.1869010925293,110.18639373779297
2020-07-31,100.42034912109375,47.790611267089844,27.28765106201172,11.259584426879883,52.61021423339844,85.22200012207031,24.35499382019043,301.4715576171875,36.03555679321289,116.5644302368164
2020-08-31,99.59326171875,47.427555084228516,27.399776458740234,11.78166675567627,55.09446334838867,85.84022521972656,25.603511810302734,322.5132751464844,37.024208068847656,124.79535675048828
2020-09-30,99.4963607788086,47.836124420166016,27.06499481201172,11.364002227783203,53.966796875,84.05362701416016,24.444177627563477,310.437255859375,36.581485748291016,121.15068817138672
2020-10-31,98.94084167480469,47.99737548828125,27.340688705444336,11.007246017456055,52.05060958862305,83.67033386230469,23.605886459350586,302.6968078613281,37.0637092590332,121.73906707763672
2020-11-30,100.13484191894531,48.184268951416016,27.900711059570312,12.129722595214844,59.47794723510742,87.2011489868164,27.00363540649414,335.6233215332031,40.236244201660156,143.92013549804688
2020-12-31,100.22067260742188,48.35821533203125,28.573596954345703,12.791027069091797,62.46101760864258,89.08076477050781,27.844120025634766,348.0576171875,42.65016555786133,154.54489135742188
